RestaurantId;RestaurantName;ActiveStatus;Zipcode;OrderCreationDate;CountOfOrders;Amount
22500;Paulsen's Takeaway;1;D12 HX01;31/01/2017;2;0,90
22500;Paulsen's Takeaway;1;D12 HX01;01/02/2017;2;61.99
22500;Paulsen's Takeaway;1;D12 HX01;02/02/2017;1;56.98
22500;Paulsen's Takeaway;1;D12 HX01;06/02/2017;2;9,64
22500;Paulsen's Takeaway;1;D12 HX01;07/02/2017;7;817.92
22500;Paulsen's Takeaway;1;D12 HX01;09/02/2017;1;0,04
22500;Paulsen's Takeaway;1;D12 HX01;10/02/2017;2;56.98
22500;Paulsen's Takeaway;1;D12 HX01;13/02/2017;3;4,17
22500;Paulsen's Takeaway;1;D12 HX01;14/02/2017;3;5,97
22500;Paulsen's Takeaway;1;D12 HX01;16/02/2017;2;0,95
22500;Paulsen's Takeaway;1;D12 HX01;17/02/2017;1;0,59
22500;Paulsen's Takeaway;1;D12 HX01;20/02/2017;10;82.65
22500;Paulsen's Takeaway;1;D12 HX01;21/02/2017;1;0,59
22500;Paulsen's Takeaway;1;D12 HX01;22/02/2017;1;0,56
22500;Paulsen's Takeaway;1;D12 HX01;23/02/2017;1;0,72
22500;Paulsen's Takeaway;1;D12 HX01;24/02/2017;4;0,29
22500;Paulsen's Takeaway;1;D12 HX01;27/02/2017;1;0,04
22500;Paulsen's Takeaway;1;D12 HX01;28/02/2017;1;0,37
22500;Paulsen's Takeaway;1;D12 HX01;03/03/2017;4;0,42
22500;Paulsen's Takeaway;1;D12 HX01;07/03/2017;1;0,05
22500;Paulsen's Takeaway;1;D12 HX01;08/03/2017;5;3,91
22500;Paulsen's Takeaway;1;D12 HX01;09/03/2017;6;0,69
22500;Paulsen's Takeaway;1;D12 HX01;10/03/2017;1;0,05
22500;Paulsen's Takeaway;1;D12 HX01;13/03/2017;1;0,14
22500;Paulsen's Takeaway;1;D12 HX01;14/03/2017;1;0,17
22500;Paulsen's Takeaway;1;D12 HX01;15/03/2017;1;0,15
22500;Paulsen's Takeaway;1;D12 HX01;16/03/2017;5;0,34
22500;Paulsen's Takeaway;1;D12 HX01;17/03/2017;1;0,18
22500;Paulsen's Takeaway;1;D12 HX01;20/03/2017;18;0,63
22500;Paulsen's Takeaway;1;D12 HX01;21/03/2017;3;0,13
22500;Paulsen's Takeaway;1;D12 HX01;23/03/2017;3;0,80
22500;Paulsen's Takeaway;1;D12 HX01;19/04/2017;8;0,27
22500;Paulsen's Takeaway;1;D12 HX01;24/04/2017;3;0,22
22500;Paulsen's Takeaway;1;D12 HX01;01/05/2017;3;4,38
22500;Paulsen's Takeaway;1;D12 HX01;02/05/2017;4;27.60
22500;Paulsen's Takeaway;1;D12 HX01;04/05/2017;3;7,33
22500;Paulsen's Takeaway;1;D12 HX01;05/05/2017;2;1,25
22500;Paulsen's Takeaway;1;D12 HX01;10/05/2017;1;0,83
22500;Paulsen's Takeaway;1;D12 HX01;11/05/2017;2;2,50
22500;Paulsen's Takeaway;1;D12 HX01;16/05/2017;2;5,42
22500;Paulsen's Takeaway;1;D12 HX01;19/05/2017;6;25,19
22500;Paulsen's Takeaway;1;D12 HX01;22/05/2017;2;155.89
22500;Paulsen's Takeaway;1;D12 HX01;23/05/2017;13;9,24
22500;Paulsen's Takeaway;1;D12 HX01;24/05/2017;2;0,88
22500;Paulsen's Takeaway;1;D12 HX01;29/05/2017;3;4,70
22500;Paulsen's Takeaway;1;D12 HX01;30/05/2017;1;1,67
22500;Paulsen's Takeaway;1;D12 HX01;01/06/2017;2;2,92
22500;Paulsen's Takeaway;1;D12 HX01;03/06/2017;1;0,41
22500;Paulsen's Takeaway;1;D12 HX01;06/06/2017;4;12,47
22500;Paulsen's Takeaway;1;D12 HX01;08/06/2017;14;540.98
22500;Paulsen's Takeaway;1;D12 HX01;09/06/2017;14;56,67
22500;Paulsen's Takeaway;1;D12 HX01;12/06/2017;1;0,41
22500;Paulsen's Takeaway;1;D12 HX01;13/06/2017;1;0,42
22500;Paulsen's Takeaway;1;D12 HX01;15/06/2017;3;2,66
22500;Paulsen's Takeaway;1;D12 HX01;20/06/2017;5;4,13
22500;Paulsen's Takeaway;1;D12 HX01;22/06/2017;8;12,40
22500;Paulsen's Takeaway;1;D12 HX01;26/06/2017;35;412.95
22500;Paulsen's Takeaway;1;D12 HX01;27/06/2017;8;3,21
22500;Paulsen's Takeaway;1;D12 HX01;28/06/2017;6;13,32
22500;Paulsen's Takeaway;1;D12 HX01;29/06/2017;1;0,37
22500;Paulsen's Takeaway;1;D12 HX01;29/06/2017;5;100,00
22500;Paulsen's Takeaway;1;D12 HX01;30/06/2017;23;13,17
22500;Paulsen's Takeaway;1;D12 HX01;01/07/2017;0;0,00
22500;Paulsen's Takeaway;1;D12 HX01;03/07/2017;3;18,00
22500;Paulsen's Takeaway;1;D12 HX01;04/07/2017;2;4,17
22500;Paulsen's Takeaway;1;D12 HX01;06/07/2017;15;7,92
22500;Paulsen's Takeaway;1;D12 HX01;07/07/2017;2;1,67
22500;Paulsen's Takeaway;1;D12 HX01;10/07/2017;5;0,96
22500;Paulsen's Takeaway;1;D12 HX01;14/07/2017;10;14,02
22500;Paulsen's Takeaway;1;D12 HX01;17/07/2017;1;0,61
22500;Paulsen's Takeaway;1;D12 HX01;18/07/2017;5;4,73
22500;Paulsen's Takeaway;1;D12 HX01;19/07/2017;2;2,76
22500;Paulsen's Takeaway;1;D12 HX01;24/07/2017;4;1,67
22500;Paulsen's Takeaway;1;D12 HX01;25/07/2017;1;7,92
22500;Paulsen's Takeaway;1;D12 HX01;27/07/2017;2;0,83
22500;Paulsen's Takeaway;1;D12 HX01;28/07/2017;3;145.80
22500;Paulsen's Takeaway;1;D12 HX01;31/07/2017;5;8,25
22500;Paulsen's Takeaway;1;D12 HX01;01/08/2017;8;17,55
22500;Paulsen's Takeaway;1;D12 HX01;02/08/2017;2;0,75
22500;Paulsen's Takeaway;1;D12 HX01;03/08/2017;19;50,59
22500;Paulsen's Takeaway;1;D12 HX01;07/08/2017;1;2,15
22500;Paulsen's Takeaway;1;D12 HX01;08/08/2017;1;0,38
22500;Paulsen's Takeaway;1;D12 HX01;14/08/2017;1;1,81
22500;Paulsen's Takeaway;1;D12 HX01;15/08/2017;6;17,63
22500;Paulsen's Takeaway;1;D12 HX01;16/08/2017;2;4,88
22500;Paulsen's Takeaway;1;D12 HX01;21/08/2017;2;2,49
22500;Paulsen's Takeaway;1;D12 HX01;22/08/2017;1;763.92
22500;Paulsen's Takeaway;1;D12 HX01;28/08/2017;1;0,38
22500;Paulsen's Takeaway;1;D12 HX01;31/08/2017;5;7,40
22500;Paulsen's Takeaway;1;D12 HX01;02/09/2017;1;0,38
22500;Paulsen's Takeaway;1;D12 HX01;04/09/2017;3;37.80
22500;Paulsen's Takeaway;1;D12 HX01;05/09/2017;4;11,82
22500;Paulsen's Takeaway;1;D12 HX01;06/09/2017;3;5,46
22500;Paulsen's Takeaway;1;D12 HX01;07/09/2017;5;6,00
22500;Paulsen's Takeaway;1;D12 HX01;11/09/2017;3;75.60
22500;Paulsen's Takeaway;1;D12 HX01;12/09/2017;3;3,77
22500;Paulsen's Takeaway;1;D12 HX01;13/09/2017;5;3,80
22500;Paulsen's Takeaway;1;D12 HX01;18/09/2017;2;0,68
22500;Paulsen's Takeaway;1;D12 HX01;19/09/2017;1;3,00
22500;Paulsen's Takeaway;1;D12 HX01;20/09/2017;1;0,53
22500;Paulsen's Takeaway;1;D12 HX01;21/09/2017;2;1,58
22500;Paulsen's Takeaway;1;D12 HX01;25/09/2017;4;2,63
22500;Paulsen's Takeaway;1;D12 HX01;27/09/2017;2;388.80
22500;Paulsen's Takeaway;1;D12 HX01;28/09/2017;1;3,00
22500;Paulsen's Takeaway;1;D12 HX01;29/09/2017;16;16,88
22500;Paulsen's Takeaway;1;D12 HX01;03/10/2017;2;2,63
22500;Paulsen's Takeaway;1;D12 HX01;12/10/2017;3;2,53
22500;Paulsen's Takeaway;1;D12 HX01;14/10/2017;2;4,36
22500;Paulsen's Takeaway;1;D12 HX01;16/10/2017;18;55,73
22500;Paulsen's Takeaway;1;D12 HX01;17/10/2017;6;8,25
22500;Paulsen's Takeaway;1;D12 HX01;19/10/2017;1;2,94
22500;Paulsen's Takeaway;1;D12 HX01;23/10/2017;9;15,38
22500;Paulsen's Takeaway;1;D12 HX01;24/10/2017;6;17,08
22500;Paulsen's Takeaway;1;D12 HX01;25/10/2017;4;16,04
22500;Paulsen's Takeaway;1;D12 HX01;26/10/2017;1;3,75
22500;Paulsen's Takeaway;1;D12 HX01;30/10/2017;3;16,88
22500;Paulsen's Takeaway;1;D12 HX01;31/10/2017;1;3,75
22500;Paulsen's Takeaway;1;D12 HX01;01/11/2017;3;30,08
22500;Paulsen's Takeaway;1;D12 HX01;02/11/2017;1;3,33
22500;Paulsen's Takeaway;1;D12 HX01;06/11/2017;12;57,44
22500;Paulsen's Takeaway;1;D12 HX01;07/11/2017;2;7,50
22500;Paulsen's Takeaway;1;D12 HX01;14/11/2017;6;10,88
22500;Paulsen's Takeaway;1;D12 HX01;15/11/2017;7;24,58
22500;Paulsen's Takeaway;1;D12 HX01;17/11/2017;4;5,33
22500;Paulsen's Takeaway;1;D12 HX01;24/11/2017;1;22,08
22500;Paulsen's Takeaway;1;D12 HX01;28/11/2017;3;8,83
22500;Paulsen's Takeaway;1;D12 HX01;30/11/2017;19;85,42
22500;Paulsen's Takeaway;1;D12 HX01;01/12/2017;20;98,46
22500;Paulsen's Takeaway;1;D12 HX01;03/12/2017;1;3,75
22500;Paulsen's Takeaway;1;D12 HX01;04/12/2017;3;22,50
22500;Paulsen's Takeaway;1;D12 HX01;13/12/2017;1;3,75
22500;Paulsen's Takeaway;1;D12 HX01;14/12/2017;1;3,54
22500;Paulsen's Takeaway;1;D12 HX01;19/12/2017;17;95,71
22500;Paulsen's Takeaway;1;D12 HX01;21/12/2017;1;1,67
22500;Paulsen's Takeaway;1;D12 HX01;22/12/2017;8;59,38
22500;Paulsen's Takeaway;1;D12 HX01;27/12/2017;4;14,17
22500;Paulsen's Takeaway;1;D12 HX01;28/12/2017;4;14,17
22500;Paulsen's Takeaway;1;D12 HX01;02/01/2018;7;25,00
22500;Paulsen's Takeaway;1;D12 HX01;03/01/2018;1;3,33
22500;Paulsen's Takeaway;1;D12 HX01;04/01/2018;2;6,58
22500;Paulsen's Takeaway;1;D12 HX01;05/01/2018;2;7,50
22500;Paulsen's Takeaway;1;D12 HX01;08/01/2018;3;8,03
22500;Paulsen's Takeaway;1;D12 HX01;09/01/2018;1;2,50
22500;Paulsen's Takeaway;1;D12 HX01;11/01/2018;4;18,41
22500;Paulsen's Takeaway;1;D12 HX01;12/01/2018;1;3,75
22500;Paulsen's Takeaway;1;D12 HX01;15/01/2018;4;20,42
22500;Paulsen's Takeaway;1;D12 HX01;16/01/2018;1;3,75
22500;Paulsen's Takeaway;1;D12 HX01;18/01/2018;13;73,01
22500;Paulsen's Takeaway;1;D12 HX01;19/01/2018;2;7,50
22500;Paulsen's Takeaway;1;D12 HX01;22/01/2018;2;6,67
22500;Paulsen's Takeaway;1;D12 HX01;23/01/2018;1;164.60
22500;Paulsen's Takeaway;1;D12 HX01;25/01/2018;9;41,75
22500;Paulsen's Takeaway;1;D12 HX01;26/01/2018;14;90,00
22500;Paulsen's Takeaway;1;D12 HX01;30/01/2018;1;3,75
22500;Paulsen's Takeaway;1;D12 HX01;31/01/2018;4;10,00
22500;Paulsen's Takeaway;1;D12 HX01;02/02/2018;4;8,33
22500;Paulsen's Takeaway;1;D12 HX01;06/02/2018;4;8,63
22500;Paulsen's Takeaway;1;D12 HX01;07/02/2018;1;1,67
22500;Paulsen's Takeaway;1;D12 HX01;08/02/2018;1;1,88
22500;Paulsen's Takeaway;1;D12 HX01;09/02/2018;1;37,50
22500;Paulsen's Takeaway;1;D12 HX01;12/02/2018;1;11,04
22500;Paulsen's Takeaway;1;D12 HX01;13/02/2018;1;1,67
22500;Paulsen's Takeaway;1;D12 HX01;15/02/2018;1;7,71
22500;Paulsen's Takeaway;1;D12 HX01;20/02/2018;7;12,71
22500;Paulsen's Takeaway;1;D12 HX01;27/02/2018;3;2,50
22500;Paulsen's Takeaway;1;D12 HX01;07/03/2018;1;3,75
22500;Paulsen's Takeaway;1;D12 HX01;12/03/2018;9;10,34
22500;Paulsen's Takeaway;1;D12 HX01;13/03/2018;14;24,43
22500;Paulsen's Takeaway;1;D12 HX01;16/03/2018;2;3,33
22500;Paulsen's Takeaway;1;D12 HX01;19/03/2018;3;6,25
22500;Paulsen's Takeaway;1;D12 HX01;20/03/2018;1;0,67
22500;Paulsen's Takeaway;1;D12 HX01;22/03/2018;1;1,33
22500;Paulsen's Takeaway;1;D12 HX01;28/03/2018;1;1,33
22500;Paulsen's Takeaway;1;D12 HX01;02/04/2018;1;1,33
22500;Paulsen's Takeaway;1;D12 HX01;03/04/2018;3;3,00
22500;Paulsen's Takeaway;1;D12 HX01;04/04/2018;4;21,37
22500;Paulsen's Takeaway;1;D12 HX01;05/04/2018;4;22,39
22500;Paulsen's Takeaway;1;D12 HX01;09/04/2018;1;160.65
22500;Paulsen's Takeaway;1;D12 HX01;10/04/2018;2;3,94
22500;Paulsen's Takeaway;1;D12 HX01;11/04/2018;2;13,40
22500;Paulsen's Takeaway;1;D12 HX01;13/04/2018;3;9,21
22500;Paulsen's Takeaway;1;D12 HX01;15/04/2018;1;1,42
22500;Paulsen's Takeaway;1;D12 HX01;16/04/2018;4;4,62
22500;Paulsen's Takeaway;1;D12 HX01;17/04/2018;6;20,30
22500;Paulsen's Takeaway;1;D12 HX01;18/04/2018;7;12,69
22500;Paulsen's Takeaway;1;D12 HX01;19/04/2018;4;14,88
22500;Paulsen's Takeaway;1;D12 HX01;20/04/2018;3;4,25
22500;Paulsen's Takeaway;1;D12 HX01;21/04/2018;2;4,96
22500;Paulsen's Takeaway;1;D12 HX01;26/04/2018;6;19,13
22500;Paulsen's Takeaway;1;D12 HX01;02/05/2018;1;1,78
22500;Paulsen's Takeaway;1;D12 HX01;04/05/2018;1;1,78
22500;Paulsen's Takeaway;1;D12 HX01;14/05/2018;1;0,80
22500;Paulsen's Takeaway;1;D12 HX01;15/05/2018;4;5,67
22500;Paulsen's Takeaway;1;D12 HX01;17/05/2018;16;17,71
22500;Paulsen's Takeaway;1;D12 HX01;18/05/2018;7;318.75
22500;Paulsen's Takeaway;1;D12 HX01;22/05/2018;12;2,83
22500;Paulsen's Takeaway;1;D12 HX01;24/05/2018;6;10,28
22500;Paulsen's Takeaway;1;D12 HX01;25/05/2018;6;12,04
22500;Paulsen's Takeaway;1;D12 HX01;01/06/2018;2;2,83
22500;Paulsen's Takeaway;1;D12 HX01;07/06/2018;1;1,67
22500;Paulsen's Takeaway;1;D12 HX01;12/06/2018;1;0,63
22500;Paulsen's Takeaway;1;D12 HX01;13/06/2018;1;1,67
22500;Paulsen's Takeaway;1;D12 HX01;04/07/2018;1;1,42
22500;Paulsen's Takeaway;1;D12 HX01;13/07/2018;1;2,13
22500;Paulsen's Takeaway;1;D12 HX01;16/07/2018;3;12,16
22500;Paulsen's Takeaway;1;D12 HX01;19/07/2018;9;9,41
22500;Paulsen's Takeaway;1;D12 HX01;20/07/2018;1;1,42
22500;Paulsen's Takeaway;1;D12 HX01;23/07/2018;1;2,49
22500;Paulsen's Takeaway;1;D12 HX01;24/07/2018;6;14,27
22500;Paulsen's Takeaway;1;D12 HX01;25/07/2018;1;3,92
22500;Paulsen's Takeaway;1;D12 HX01;27/07/2018;5;11,29
22500;Paulsen's Takeaway;1;D12 HX01;30/07/2018;8;12,65
22500;Paulsen's Takeaway;1;D12 HX01;31/07/2018;5;248.85
22500;Paulsen's Takeaway;1;D12 HX01;01/08/2018;1;0,83
22500;Paulsen's Takeaway;1;D12 HX01;03/08/2018;2;3,87
22500;Paulsen's Takeaway;1;D12 HX01;06/08/2018;5;5,58
22500;Paulsen's Takeaway;1;D12 HX01;07/08/2018;2;1,25
22500;Paulsen's Takeaway;1;D12 HX01;08/08/2018;3;2,72
22500;Paulsen's Takeaway;1;D12 HX01;09/08/2018;1;1,04
22500;Paulsen's Takeaway;1;D12 HX01;10/08/2018;2;2,50
22500;Paulsen's Takeaway;1;D12 HX01;13/08/2018;3;2,67
22500;Paulsen's Takeaway;1;D12 HX01;14/08/2018;5;8,54
22500;Paulsen's Takeaway;1;D12 HX01;16/08/2018;3;0,99
22500;Paulsen's Takeaway;1;D12 HX01;20/08/2018;1;1,04
22500;Paulsen's Takeaway;1;D12 HX01;21/08/2018;3;3,87
22500;Paulsen's Takeaway;1;D12 HX01;23/08/2018;2;2,04
22500;Paulsen's Takeaway;1;D12 HX01;24/08/2018;6;9,42
22500;Paulsen's Takeaway;1;D12 HX01;27/08/2018;3;6,67
22500;Paulsen's Takeaway;1;D12 HX01;28/08/2018;1;2,46
22500;Paulsen's Takeaway;1;D12 HX01;29/08/2018;2;5,21
22500;Paulsen's Takeaway;1;D12 HX01;03/09/2018;1;1,04
22500;Paulsen's Takeaway;1;D12 HX01;04/09/2018;4;3,88
22500;Paulsen's Takeaway;1;D12 HX01;05/09/2018;2;4,96
22500;Paulsen's Takeaway;1;D12 HX01;07/09/2018;1;83.75
22500;Paulsen's Takeaway;1;D12 HX01;10/09/2018;1;79.75
22500;Paulsen's Takeaway;1;D12 HX01;12/09/2018;9;12,57
22500;Paulsen's Takeaway;1;D12 HX01;18/09/2018;2;2,42
22500;Paulsen's Takeaway;1;D12 HX01;01/10/2018;3;2,52
22500;Paulsen's Takeaway;1;D12 HX01;03/10/2018;1;0,21
22500;Paulsen's Takeaway;1;D12 HX01;04/10/2018;2;0,08
22500;Paulsen's Takeaway;1;D12 HX01;05/10/2018;4;133.81
22500;Paulsen's Takeaway;1;D12 HX01;06/10/2018;2;0,08
22500;Paulsen's Takeaway;1;D12 HX01;10/10/2018;19;3951.77
22500;Paulsen's Takeaway;1;D12 HX01;11/10/2018;6;8,24
22500;Paulsen's Takeaway;1;D12 HX01;12/10/2018;12;38,31
22500;Paulsen's Takeaway;1;D12 HX01;15/10/2018;1;62.72
22500;Paulsen's Takeaway;1;D12 HX01;16/10/2018;3;92.80
22500;Paulsen's Takeaway;1;D12 HX01;17/10/2018;12;13,44
22500;Paulsen's Takeaway;1;D12 HX01;18/10/2018;1;73.60
22500;Paulsen's Takeaway;1;D12 HX01;22/10/2018;2;3,81
22500;Paulsen's Takeaway;1;D12 HX01;23/10/2018;3;1,69
22500;Paulsen's Takeaway;1;D12 HX01;24/10/2018;1;0,88
22500;Paulsen's Takeaway;1;D12 HX01;26/10/2018;1;73.80
22500;Paulsen's Takeaway;1;D12 HX01;30/10/2018;2;61.75
22500;Paulsen's Takeaway;1;D12 HX01;31/10/2018;1;6,58
22500;Paulsen's Takeaway;1;D12 HX01;01/11/2018;1;0,10
22500;Paulsen's Takeaway;1;D12 HX01;02/11/2018;4;377.80
22500;Paulsen's Takeaway;1;D12 HX01;06/11/2018;6;18,14
22500;Paulsen's Takeaway;1;D12 HX01;07/11/2018;2;12,41
22500;Paulsen's Takeaway;1;D12 HX01;08/11/2018;2;4,64
22500;Paulsen's Takeaway;1;D12 HX01;12/11/2018;22;42,16
22500;Paulsen's Takeaway;1;D12 HX01;13/11/2018;8;19,08
22500;Paulsen's Takeaway;1;D12 HX01;14/11/2018;6;227.60
22500;Paulsen's Takeaway;1;D12 HX01;15/11/2018;3;5,63
22500;Paulsen's Takeaway;1;D12 HX01;16/11/2018;3;4,88
22500;Paulsen's Takeaway;1;D12 HX01;19/11/2018;1;1,70
22500;Paulsen's Takeaway;1;D12 HX01;21/11/2018;7;31,18
22500;Paulsen's Takeaway;1;D12 HX01;23/11/2018;2;19,40
22500;Paulsen's Takeaway;1;D12 HX01;26/11/2018;1;0,10
22500;Paulsen's Takeaway;1;D12 HX01;27/11/2018;1;0,20
22500;Paulsen's Takeaway;1;D12 HX01;28/11/2018;14;56,08
22500;Paulsen's Takeaway;1;D12 HX01;05/12/2018;3;109.75
22500;Paulsen's Takeaway;1;D12 HX01;06/12/2018;1;89.75
22500;Paulsen's Takeaway;1;D12 HX01;07/12/2018;4;5,46
22500;Paulsen's Takeaway;1;D12 HX01;10/12/2018;1;5,33
22500;Paulsen's Takeaway;1;D12 HX01;11/12/2018;10;75,96
22500;Paulsen's Takeaway;1;D12 HX01;12/12/2018;31;196,58
22500;Paulsen's Takeaway;1;D12 HX01;14/12/2018;1;1,08
22500;Paulsen's Takeaway;1;D12 HX01;19/12/2018;4;433.71
22500;Paulsen's Takeaway;1;D12 HX01;20/12/2018;1;1,50
22500;Paulsen's Takeaway;1;D12 HX01;21/12/2018;11;515.89
22500;Paulsen's Takeaway;1;D12 HX01;28/12/2018;2;9,00
22500;Paulsen's Takeaway;1;D12 HX01;03/01/2019;3;36,34
22500;Paulsen's Takeaway;1;D12 HX01;04/01/2019;3;7,09
22500;Paulsen's Takeaway;1;D12 HX01;17/01/2019;3;11,18
22500;Paulsen's Takeaway;1;D12 HX01;21/01/2019;1;1,47
22500;Paulsen's Takeaway;1;D12 HX01;22/01/2019;1;4,50
22500;Paulsen's Takeaway;1;D12 HX01;24/01/2019;2;1,44
22500;Paulsen's Takeaway;1;D12 HX01;27/01/2019;1;0,14
22500;Paulsen's Takeaway;1;D12 HX01;04/02/2019;3;2,58
22500;Paulsen's Takeaway;1;D12 HX01;11/02/2019;1;0,50
22500;Paulsen's Takeaway;1;D12 HX01;02/04/2019;4;4,47
22500;Paulsen's Takeaway;1;D12 HX01;03/04/2019;1;0,00
22500;Paulsen's Takeaway;1;D12 HX01;09/04/2019;4;3,68
22500;Paulsen's Takeaway;1;D12 HX01;16/04/2019;3;5,54
22500;Paulsen's Takeaway;1;D12 HX01;23/04/2019;2;0,25
22500;Paulsen's Takeaway;1;D12 HX01;24/04/2019;2;163.80
22500;Paulsen's Takeaway;1;D12 HX01;25/04/2019;3;164.70
22500;Paulsen's Takeaway;1;D12 HX01;26/04/2019;1;28.98
22500;Paulsen's Takeaway;1;D12 HX01;01/05/2019;3;1,33
22500;Paulsen's Takeaway;1;D12 HX01;09/05/2019;1;0,13
22500;Paulsen's Takeaway;1;D12 HX01;13/05/2019;1;4,38
22500;Paulsen's Takeaway;1;D12 HX01;17/05/2019;1;4,51
22500;Paulsen's Takeaway;1;D12 HX01;21/05/2019;2;5,54
22500;Paulsen's Takeaway;1;D12 HX01;23/05/2019;1;1,23
22500;Paulsen's Takeaway;1;D12 HX01;29/05/2019;4;2,04
22500;Paulsen's Takeaway;1;D12 HX01;31/05/2019;2;139.60
22500;Paulsen's Takeaway;1;D12 HX01;03/06/2019;3;2,33
22500;Paulsen's Takeaway;1;D12 HX01;08/06/2019;2;84.70
22500;Paulsen's Takeaway;1;D12 HX01;09/06/2019;7;2,60
22500;Paulsen's Takeaway;1;D12 HX01;13/06/2019;1;0,63
22500;Paulsen's Takeaway;1;D12 HX01;18/06/2019;7;0,75
22500;Paulsen's Takeaway;1;D12 HX01;19/06/2019;2;0,23
22500;Paulsen's Takeaway;1;D12 HX01;20/06/2019;2;0,16
22500;Paulsen's Takeaway;1;D12 HX01;21/06/2019;2;1,91
22500;Paulsen's Takeaway;1;D12 HX01;25/06/2019;6;48.90
22500;Paulsen's Takeaway;1;D12 HX01;01/07/2019;15;14,58
22500;Paulsen's Takeaway;1;D12 HX01;03/07/2019;2;0,79
22500;Paulsen's Takeaway;1;D12 HX01;08/07/2019;1;0,04
22500;Paulsen's Takeaway;1;D12 HX01;18/07/2019;2;5,00
22500;Paulsen's Takeaway;1;D12 HX01;23/07/2019;2;0,69
22500;Paulsen's Takeaway;1;D12 HX01;30/07/2019;5;31,91
22500;Paulsen's Takeaway;1;D12 HX01;21/08/2019;2;1,33
22500;Paulsen's Takeaway;1;D12 HX01;28/08/2019;1;0,68
22500;Paulsen's Takeaway;1;D12 HX01;09/09/2019;2;22,50
22500;Paulsen's Takeaway;1;D12 HX01;10/09/2019;1;1,13
22500;Paulsen's Takeaway;1;D12 HX01;12/09/2019;3;49,65
22500;Paulsen's Takeaway;1;D12 HX01;13/09/2019;6;51,29
22500;Paulsen's Takeaway;1;D12 HX01;16/09/2019;2;5,11
22500;Paulsen's Takeaway;1;D12 HX01;17/09/2019;2;0,95
22500;Paulsen's Takeaway;1;D12 HX01;18/09/2019;8;2,18
